iso_code,region_group,income_group,country,survey,year,level,grade,category,Sex,Location,Wealth,Region,Ethnicity,Religion,Language,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,mlevel1_sd,rlevel1_m,rlevel1_no,rlevel1_sd,slevel1_m,slevel1_no,slevel1_sd,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Brahmin,,,0.8749,0.5483,0.0261,0.7733,0.5126,0.052,0.0641,0.1921,0.2276,0.0987,0.1001,0.2792,73,54,41,152,152,143,68,68,68,133,83,89,,0,,0,,0,,14,0.7786,37,0.0476,203,0.0108,203,0.0073,198,0.0293,164,,0,0.8797,441,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Chhetri,,,0.5032,0.3022,0.0117,0.4206,0.2666,0.0038,0.0302,0.5854,0.6356,0.1844,0.2747,0.5603,97,65,76,253,253,237,131,131,131,182,114,103,,0,,0,,0,,12,,24,0.0068,293,0.0034,293,0,274,0.0119,309,,0,0.4636,613,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Damai,,,,,,0.1082,0.0543,,,,,0.2129,,,13,12,11,36,36,22,13,13,13,31,15,19,,0,,0,,0,,2,,1,0,34,0,34,,22,0,53,,0,0.3885,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Kami,,,0.4301,,,0.2666,0.054,0,0.0148,0.753,0.7983,0.2593,0.4261,0.729,33,23,27,90,90,78,46,46,46,59,50,41,,0,,0,,0,,9,,10,0,95,0,95,0,83,0.0182,113,,0,0.3389,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Limbu,,,,,,0.5869,0.2164,0,,,,0.1916,,,17,21,18,54,54,43,24,24,24,36,23,21,,0,,0,,0,,1,,5,,17,,17,,16,,18,,0,0.8292,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Magar,,,,,,0.3735,0.1917,0,0.0313,0.4976,0.6527,0.1283,,0.6121,26,27,19,76,76,68,36,36,36,77,27,42,,0,,0,,0,,6,,7,0,101,0,101,0,95,0,76,,1,0.7029,165,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Muslim,,,,,,0.0757,0.0365,0,,,,0.6844,,0.9209,20,21,13,57,57,31,21,21,21,43,19,32,,0,,0,,0,,1,,3,0,52,0,52,0,65,0,61,,0,0.0932,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Newar,,,,,,0.6261,0.3727,0.0396,0.0522,0.3519,0.4314,0.1315,,0.373,22,24,20,72,72,59,34,34,34,47,25,31,,0,,0,,0,,2,,10,0.0102,84,0,84,0.026,67,0.0525,74,,0,0.8048,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Other,,,0.381,,,0.3174,0.1942,0.0266,0.023,0.738,0.7595,0.4676,0.5492,0.7271,34,27,21,83,83,102,41,41,41,98,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Rai,,,,,,0.5332,0.3083,,,,,0.1288,,,17,19,10,39,39,25,13,13,13,34,23,26,,0,,0,,0,,4,,3,0.0353,35,0,35,0,36,,24,,1,0.7459,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Sharki,,,,,,0.1268,0,,,,,,,,11,10,8,39,39,25,19,19,19,14,9,17,,0,,0,,0,,2,,0,,20,,20,,21,0,35,,0,0.1706,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Tamang,,,,,,0.2078,0.1287,0,0.0183,0.7517,0.7844,0.2488,,0.708,27,24,24,78,78,67,37,37,37,67,28,36,,0,,0,,0,,5,,5,0,83,0,83,0,88,0,101,,0,0.3669,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Tarai Others,,,,,,0.1745,0.024,0,,,,0.7717,,,14,14,8,40,40,46,19,19,19,44,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Thakuri,,,,,,0.4876,0.2644,0.0132,,,,,,,3,10,13,34,34,38,19,19,19,20,10,10,,0,,0,,0,,4,,9,0.0133,37,0,37,0,34,0,45,,0,0.6169,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Female,,,,Tharu,,,0.2309,0.1341,,0.14,0.0691,0.0198,0.009,0.8729,0.8965,0.2418,0.355,0.6456,40,30,24,97,97,81,45,45,45,85,43,47,,0,,0,,0,,4,,2,0,132,0,132,0,118,0,142,,1,0.4051,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Brahmin,,,0.8935,0.6285,,0.9598,0.7436,0.1901,0.0971,0.0094,0.0094,0.0132,0.0551,0.1398,67,35,24,108,108,79,43,43,43,127,90,68,,0,,0,,0,,0,,5,0.1335,31,0,31,0.1143,48,,19,,0,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Chhetri,,,0.7043,0.4894,0.1748,0.7893,0.4977,0.106,0.0742,0.1417,0.1846,0.0947,0.0995,0.3556,89,71,40,171,171,123,63,63,63,197,105,107,,0,,0,,0,,2,,9,0.0596,65,0.0142,65,0,63,0.0458,43,,0,0.9429,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Damai,,,,,,,,,,,,0.1465,,,11,10,6,22,22,15,7,7,7,32,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Kami,,,,,,0.5586,0.2474,0,,,,0.0632,0.1848,0.5259,20,25,14,61,61,47,25,25,25,97,30,30,,0,,0,,0,,0,,3,,20,,20,,17,,24,,0,0.8413,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Limbu,,,,,,0.8335,0.3976,,,,,,,0.2851,21,18,14,47,47,24,19,19,19,27,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Magar,,,0.6986,,,0.8508,0.4955,0,,,,0.0824,0.2268,0.3192,34,26,12,50,50,34,14,14,14,69,41,37,,0,,0,,0,,1,,3,,21,,21,,19,,10,,0,0.9349,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Muslim,,,,,,0.2862,0.1361,0,,,,0.5701,,,17,14,10,45,45,30,19,19,19,31,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Newar,,,,,,0.764,0.5981,0.2169,,,,0.0319,,,22,20,13,52,52,39,21,21,21,44,18,27,,0,,0,,0,,0,,3,,26,,26,,16,,10,,0,0.9211,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Other,,,0.5083,,,0.5616,0.3871,0.1026,0.0597,0.2199,0.2883,0.2295,0.3162,0.5775,36,27,21,83,83,67,33,33,33,95,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Tamang,,,0.4516,,,0.4762,0.1886,0,,,,0.1542,0.2206,0.5756,33,21,16,64,64,53,25,25,25,78,39,31,,0,,0,,0,,0,,0,,24,,24,,23,,16,,0,0.8523,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Tarai Others,,,,,,,,,,,,0.3553,,,11,11,3,27,27,17,4,4,4,52,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Ethnicity,Male,,,,Tharu,,,0.3959,0.2076,,0.6388,0.2128,0,0.0473,0.2602,0.3944,0.1583,0.2028,0.4991,40,44,19,96,96,61,34,34,34,66,39,57,,0,,0,,0,,3,,5,0,32,0,32,0,35,0.0509,33,,0,0.7727,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Female,,,Central,,,,0.4217,0.2495,0.0505,0.3188,0.2168,0.0364,0.0276,0.6507,0.6969,0.3877,0.4869,0.7031,373,415,386,1297,1297,1130,618,618,618,872,430,535,,0,,0,0.5219,775,0.8432,240,0.7261,173,0.0181,470,0.0096,470,0.0061,364,0.0668,600,0.4729,811,0.3899,878,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Female,,,Eastern,,,,0.4845,0.2817,0.0333,0.4853,0.2622,0.0291,0.0406,0.4422,0.502,0.3221,0.3002,0.5682,420,403,330,1142,1142,951,514,514,514,747,469,546,,0,,0,0.4034,705,0.7932,307,0.7392,156,0.0185,377,0.0022,377,0.0023,346,0.0681,497,0.5225,894,0.6096,605,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Female,,,Far Western,,,,0.2928,0.1555,0.0101,0.2436,0.1237,0.0063,0.0152,0.7703,0.8144,0.282,0.4197,0.697,284,267,221,857,857,697,394,394,394,609,350,390,,0,,0,0.48,589,0.7297,120,0.6504,73,0.0021,303,0,303,0,279,0.0227,387,0.5516,696,0.3168,594,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Female,,,Mid Western,,,,0.3791,0.1735,0.0206,0.2719,0.1448,0.0114,0.0183,0.7406,0.7883,0.3316,0.3737,0.7165,213,212,171,634,634,504,292,292,292,423,244,283,,0,,0,0.4814,421,0.7657,116,0.7897,63,0.0075,212,0.0038,212,0.005,217,0.0426,295,0.5548,420,0.3769,456,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Female,,,Western,,,,0.5364,0.3384,0.0259,0.5197,0.2764,0.0235,0.0395,0.4384,0.4974,0.1781,0.2838,0.5908,310,281,229,859,859,705,387,387,387,584,306,429,,0,,0,0.3099,525,0.7946,233,0.7096,134,0.0159,306,0.0056,306,0.0047,254,0.0423,373,0.4461,695,0.7034,566,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Male,,,Central,,,,0.5227,0.3353,0.0874,0.5872,0.3721,0.1073,0.0561,0.2731,0.3727,0.227,0.2751,0.5709,384,316,298,1058,1058,965,499,499,499,917,434,478,,0,,0,0.3578,791,0.7987,288,0.7784,207,0.1113,461,0.042,461,0.0425,403,0.1324,487,0.483,1005,0.8693,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Male,,,Eastern,,,,0.616,0.3645,0.1086,0.7181,0.4363,0.113,0.069,0.1343,0.2075,0.1408,0.1901,0.4531,386,362,251,952,952,758,400,400,400,836,445,503,,0,,0,0.2757,770,0.798,329,0.6662,204,0.118,344,0.0503,344,0.0259,353,0.1251,427,0.4818,1084,0.9173,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Male,,,Far Western,,,,0.6091,0.3503,0.0634,0.6549,0.3573,0.0668,0.0559,0.232,0.317,0.1014,0.1427,0.3615,282,207,169,633,633,518,279,279,279,644,361,331,,0,,0,0.3054,653,0.7809,233,0.688,126,0.0692,239,0.0272,239,0.0233,206,0.1295,288,0.5567,893,0.8359,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Male,,,Mid Western,,,,0.5519,0.3174,0.0429,0.6598,0.3452,0.0659,0.0561,0.2173,0.3082,0.1703,0.1633,0.4469,223,172,142,500,500,402,216,216,216,412,257,261,,0,,0,0.3296,401,0.8018,178,0.6177,88,0.0873,186,0.0389,186,0.0539,179,0.0932,227,0.5301,559,0.87,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Region,Male,,,Western,,,,0.7335,0.4536,0.0675,0.7275,0.4599,0.099,0.064,0.1705,0.2587,0.1214,0.1401,0.3926,277,231,139,640,640,452,253,253,253,602,345,332,,0,,0,0.2602,543,0.8262,263,0.7519,172,0.1114,198,0.0625,198,0.0418,200,0.1219,274,0.4653,752,0.9172,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Female,,,,,Buddhist,,0.3045,0.184,,0.2637,0.1525,0,0.0225,0.7158,0.7449,0.2115,0.3292,0.6382,38,32,27,98,98,81,44,44,44,104,44,44,,0,,0,,0,,6,,8,0.0034,118,0,118,0.0073,119,0,115,,0,0.4685,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Female,,,,,Hindu,,0.5053,0.2669,0.0231,0.3943,0.2254,0.0167,0.0289,0.5995,0.6613,0.2811,0.3279,0.5996,399,348,315,1108,1108,1008,532,532,532,871,484,525,,0,,0,,0,0.7592,74,0.6775,126,0.0115,1312,0.0028,1312,0.0037,1155,0.0139,1319,,3,0.5141,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Female,,,,,Muslim,,,,,0.0741,0.0357,0,,,,0.6844,,0.9238,20,22,13,58,58,31,21,21,21,43,19,33,,0,,0,,0,,1,,3,0,52,0,52,0,66,0,61,,0,0.0925,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Female,,,,,Other,,,,,0.6403,0.185,,,,,,,,20,15,9,36,36,27,12,12,12,28,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Male,,,,,Buddhist,,0.5421,0.207,,0.544,0.2508,0.015,,,,0.1305,0.1971,0.5598,51,30,22,85,85,56,29,29,29,104,59,46,,0,,0,,0,,0,,0,,26,,26,0.0264,36,,22,,0,0.8891,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Male,,,,,Hindu,,0.647,0.4091,0.0859,0.7185,0.4289,0.0842,0.0639,0.1708,0.2666,0.1397,0.1759,0.4174,374,307,187,801,801,595,306,306,306,920,469,466,,0,,0,,0,,8,0.7003,32,0.0746,294,0.0123,294,0.034,290,0.0521,199,,0,0.9041,722,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Male,,,,,Muslim,,,,,0.2786,0.1325,0,,,,0.5701,,,19,14,10,46,46,30,19,19,19,31,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Sex & Religion,Male,,,,,Other,,,,,0.8621,0.4417,,,,,,,,12,11,11,31,31,21,15,15,15,22,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2001,,,Total,,,,,,,,0.5228,0.3055,0.0537,0.508,0.2995,0.0572,0.0433,0.4245,0.492,0.2349,0.2825,0.562,3152,2866,2336,8572,8572,7082,3852,3852,3852,6646,3641,4088,,0,,0,0.3724,6173,0.8016,2307,0.7207,1396,0.0567,3096,0.0239,3096,0.0203,2801,0.0844,3855,0.4964,7809,0.7391,3908,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location,,Rural,,,,,,0.6168,0.379,0.042,,,,0.0503,0.3252,0.394,0.1196,0.1268,0.3526,,,,,,,2536,2536,2536,,,,,0,,0,0.2184,4454,0.8255,1939,0.7252,1122,0.0482,2113,0.0177,2113,0.0178,1746,0.1025,2576,0.3968,6532,0.7858,4941,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location,,Urban,,,,,,0.7584,0.6384,0.1665,,,,0.0752,0.1712,0.2208,0.0737,0.1068,0.2537,,,,,,,1174,1174,1174,,,,,0,,0,0.141,1415,0.9199,938,0.8533,794,0.1814,976,0.081,976,0.122,762,0.3284,1151,0.2672,2199,0.9313,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex,Female,Rural,,,,,,0.5652,0.3345,0.0203,,,,0.0398,0.4453,0.5143,0.148,0.1827,0.434,,,,,,,1591,1591,1591,,,,,0,,0,0.2599,2210,0.8064,950,0.7175,573,0.0201,1261,0.0053,1261,0.0011,997,0.0764,1616,0.4015,3171,0.6592,3462,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex,Female,Urban,,,,,,0.7471,0.5764,0.1423,,,,0.0693,0.2193,0.2606,0.0978,0.0812,0.242,,,,,,,666,666,666,,,,,0,,0,0.1366,673,0.917,466,0.8401,379,0.1149,531,0.0511,531,0.0466,396,0.2645,650,0.2658,1053,0.8905,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex,Male,Rural,,,,,,0.6754,0.439,0.0794,,,,0.0682,0.1193,0.1878,0.0929,0.0659,0.2558,,,,,,,945,945,945,,,,,0,,0,0.1782,2244,0.8438,989,0.734,549,0.0889,852,0.0358,852,0.0389,749,0.1471,960,0.3925,3361,0.9027,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex,Male,Urban,,,,,,0.7688,0.695,0.1907,,,,0.0815,0.1195,0.178,0.0506,0.1282,0.265,,,,,,,508,508,508,,,,,0,,0,0.145,742,0.9226,472,0.8633,415,0.2557,445,0.1144,445,0.1886,366,0.3935,501,0.2684,1146,0.9599,868,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Rural,Quintile 1,,,,,0.3548,0.1892,0.0078,,,,0.0204,0.6477,0.7324,0.2069,0.258,0.553,,,,,,,396,396,396,,,,,0,,0,0.3561,743,0.6786,186,0.6924,72,0.0095,315,0,315,0,264,0.0276,388,0.4587,1042,0.4692,808,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Rural,Quintile 2,,,,,0.4908,0.2067,0.0066,,,,0.0268,0.5563,0.6424,0.1551,0.2494,0.5137,,,,,,,330,330,330,,,,,0,,0,0.3049,502,0.72,187,0.7281,81,0,261,0,261,0,235,0.0184,344,0.4336,716,0.5606,714,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Rural,Quintile 3,,,,,0.5612,0.2642,8.00E-04,,,,0.0311,0.5465,0.6095,0.1555,0.1823,0.4438,,,,,,,348,348,348,,,,,0,,0,0.251,414,0.8378,195,0.7093,109,0.0046,272,0.0034,272,0,227,0.0456,355,0.4097,616,0.5765,739,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Rural,Quintile 4,,,,,0.7444,0.5066,0.0135,,,,0.0543,0.2683,0.3381,0.0986,0.0889,0.3147,,,,,,,350,350,350,,,,,0,,0,0.1614,400,0.8693,273,0.6951,204,0.0183,254,0.0091,254,0,186,0.1257,371,0.3573,570,0.8148,774,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Rural,Quintile 5,,,,,0.8508,0.7562,0.1155,,,,0.0776,0.1167,0.1449,0.0033,0.0377,0.2211,,,,,,,167,167,167,,,,,0,,0,0.0719,151,0.8929,109,0.7695,107,0.0808,159,0.0159,159,0.0099,85,0.2178,158,0.2371,227,0.915,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Urban,Quintile 1,,,,,0.4921,0.0648,,,,,,,,0.2241,0.0534,0.5159,,,,,,,27,27,27,,,,,0,,0,0.2872,69,,21,,7,,26,,26,,29,,27,0.5527,88,0.4457,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Urban,Quintile 2,,,,,0.5532,0.2097,0,,,,0.0228,0.551,0.6903,0.2096,0.1197,0.5694,,,,,,,71,71,71,,,,,0,,0,0.3014,73,,25,,11,0,54,0,54,0,32,0.0085,68,0.3895,109,0.5531,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Urban,Quintile 3,,,,,0.5622,0.2152,0,,,,0.0239,0.6562,0.6784,0.0979,0.1499,0.4644,,,,,,,52,52,52,,,,,0,,0,0.1979,70,0.8137,44,,18,0,31,0,31,0,35,0.0636,54,0.4443,104,0.6259,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Urban,Quintile 4,,,,,0.6123,0.4458,0.0308,,,,0.0493,0.3232,0.3861,0.2129,0.0898,0.3705,,,,,,,158,158,158,,,,,0,,0,0.1473,149,0.8602,97,0.6845,90,0.0219,108,0.0134,108,0,75,0.0842,152,0.3958,215,0.7849,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Female,Urban,Quintile 5,,,,,0.8187,0.6809,0.1986,,,,0.0816,0.1307,0.1584,0.0487,0.0717,0.164,,,,,,,358,358,358,,,,,0,,0,0.1034,312,0.9454,279,0.8769,253,0.1453,312,0.0639,312,0.0644,225,0.3438,349,0.2001,537,0.9443,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Rural,Quintile 1,,,,,0.5874,0.3133,0.0047,,,,0.0505,0.2357,0.3491,0.1533,0.0935,0.2836,,,,,,,218,218,218,,,,,0,,0,0.259,666,0.7992,216,0.5319,85,0.035,189,0,189,0.0054,195,0.0487,208,0.4784,1023,0.8128,267,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Rural,Quintile 2,,,,,0.6159,0.2831,0.0425,,,,0.0579,0.1718,0.2633,0.1238,0.0744,0.2898,,,,,,,183,183,183,,,,,0,,0,0.1845,544,0.8088,192,0.678,95,0.0144,184,0,184,0.017,146,0.0614,204,0.4192,784,0.8621,301,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Rural,Quintile 3,,,,,0.6702,0.3484,0.0473,,,,0.0618,0.1199,0.2034,0.0505,0.055,0.2895,,,,,,,220,220,220,,,,,0,,0,0.171,463,0.8156,229,0.718,99,0.031,177,0.0088,177,0.0339,151,0.104,220,0.3889,718,0.8882,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
